batch_id,batch_text_id,text_id,metadata_id,annotator_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,category_count
2,3664,2-3664,87571,3,belum jadi gila soalnya efek namaste baru balik dari pura masih kuat 🧘🏻‍♀️,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3665,2-3665,160047,3,"Kementrian Kesehatan di Gaza, menceritakan kejadian didepan matanya, Tentara Israel mmbawa anjin ganjing masuk rumahsakit, merobek dan memakan jasad para Syuhada!? Ya Allah Ya RABB Segerakanlah datangnya pertolongan, ‼️ #IsraelistherealTerorrist #IsraeliNewNazism",,Jewish,0,0,0,0,0,0,0,0,0
2,3666,2-3666,109460,3,Houthi Yaman Tembakkan Rudal ke Israel Balas Serangan ke Gaza,,Jewish,0,0,0,0,0,0,0,0,0
2,3667,2-3667,88065,3,Prediksi CHINA 24 OKTOBER 2023 BBFS : 320547 AM : 7523 4D TOP : 4530 – 5420 – 0237 – 2347 – 3257 2D TOP BB : 35 42 23 54 02 34 50 37 COLOK BEBAS : 5 – 4 – 3 TWIN : 00 22 77 SHIO : HARIMAU – MONYET – AYAM Salam kenal dan salam jackpot Whatsapp :,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3668,2-3668,86677,3,ini gue ngapain lagi yaa supayaa ga ngerasa gila,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3669,2-3669,152300,3,"Hasil Pengeluaran CHINA Hari ini Senin, 13 November 2023 Prize 1 : 3893 SHIO : KAMBING Prize 2 : 6130 Prize 3 : 1813 Selamat Kepada Pemenang, Salam JP",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3670,2-3670,43019,3,Gila jabatan memang terkadang hilang rasa malu dari kehidupan,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3671,2-3671,158543,3,Gila makin merinding pas liat karirnya myday 😭😭 aduh aku harus mengejar imipian aku ga boleh nyerah lagi 😭😭,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3672,2-3672,156781,3,"kalau oki gak bersatu buat neken israel, siapa coba yang bakal ngasih pressure berarti ke israel. kecuali kalau emang mau ngeliatin china atau rusia, ya perang Dunia. surss",,"Jewish, Terpolarisasi, Tionghoa",0,0,0,0,0,0,0,0,0
2,3673,2-3673,162594,3,lama setelah konflik antara Israel dan Palestina kembali memanas. Apa pendapat kalian tentang aksi boikot ini?,,Jewish,0,0,0,0,0,0,0,0,0
2,3674,2-3674,49502,3,Polisi Mesir Tembak Mati Dua Turis Israel di Alexandria #TempoDunia,,Jewish,0,0,0,0,0,0,0,0,0
2,3675,2-3675,4358,3,Gila ² Jing Liu nongol sungguh plot twist #HonkaiStarRail,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3676,2-3676,107815,3,Tiongkok hapus Israel dari seluruh peta digital di China termasuk pada platform Baidu dan Alibaba. Hal ini ramai diperbincangkan karena Israel ternyata sudah dihapus oleh otoritas Kemenkominfo setempat. #npc #update #gazaunderattack #Palestine #gaza,,"Jewish, Terpolarisasi, Tionghoa",0,0,0,0,0,0,0,0,0
2,3677,2-3677,147090,3,Amerika Sebut Israel Setuju Jeda Kemanusiaan PM Netanyahu Membantah,,Jewish,0,0,0,0,0,0,0,0,0
2,3678,2-3678,9784,3,"Prediksi Skor Indonesia vs China Taipei, Ini Link Nonton Live Streaming Piala Asia U-23, Ada Score 808 #TimnasDay #Indonesia #Timnas #Viral #FIFAMatchDay @skuatgaruda @TimnasIndonesia @SapawargaSby",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3679,2-3679,22950,3,"basecamp pound pindah ke transmart :’) temen w : wah parah, makin jadi nih. ada mekdi di sana dil! w : lah iya juga. masa abis bakar lemak nimbun lemak lagi? temen w : Kata dokter spKO orang gendut yg rajin olahraga lebih baik daripada kurus tp rebahan mulu w : oke baik!",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3680,2-3680,160966,3,ZIONIS ISRAEL IBLIS BIADAB LAKNATULLAH!!!,,Jewish,0,0,1,0,0,1,0,0,1
2,3681,2-3681,55906,3,Pernyataan Presiden Jokowi berkenaan dengan situasi konflik Israel - Palestina. .,,Jewish,0,0,0,0,0,0,0,0,0
2,3682,2-3682,46332,3,W udh agak gila ngurus berkas2nya,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3683,2-3683,60108,3,"Setelah sebelumnya menjadi pemateri di Universitas Parahyangan (Unpar), kali ini Ganjar Pranowo memberikan materi kuliahnya di Universitas Kristen Maranatha mengenalkan program Gaspol saat mengisi kuliah umum di Universitas Kristen Maranatha bertajuk ""Kepemimpinan…",,Kristen,0,1,0,0,0,0,0,0,0
2,3684,2-3684,23100,3,GILA LOST ACOUSTIC VER KEK??????? ANJIR LAH GW GABISA BERKATA2 LG D.O. Expectation D-Day #SomebodyMVOutNow #StreamExpectationbyDO #오후6시_디오Somebody #기대되는_디오솔로_Somebody,,Disabilitas,0,0,1,1,0,0,0,0,1
2,3685,2-3685,74379,3,Zionist israel bener - bener licik dan sekeji itu kayak apa yang al qur’an sebutin…,,Jewish,0,0,0,0,0,0,0,0,0
2,3686,2-3686,138423,3,w cuma nonton q akhir tapi lau dengan dua rotasi kd-beal gini lom paham w wingnya kenapa cacat gitu @ suns basketball,,Disabilitas,0,0,1,0,0,1,0,0,1
2,3687,2-3687,133570,3,"2 tentara Israel membual tentang pembunuhan orang tak bersalah dan anak2 di #غزة dan mengancam pembuat konten Palestina - yang mewawancarai mereka - dengan kematian. Belakangan, laporan Times of Israel mengindikasikan bahwa mereka dibunuh oleh pejuang perlawanan Gaza Al Qassam",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3688,2-3688,159155,3,"Tentara Israel telah menyerbu Rumah Sakit Al-Shifa, menurut keterangan saksi mata. Padahal ada ribuan orang berlindung di RS terbesar di Gaza tersebut.",,Jewish,0,0,0,0,0,0,0,0,0
2,3689,2-3689,123364,3,"kapal kargo tentara amerika yang akan membawa persenjataan ke Israel ""ditahan"" para pendemo. #FromTheRiverToTheSea",,Jewish,0,0,0,0,0,0,0,0,0
2,3690,2-3690,76963,3,Wah gila sih Kuat banget ini mah pasangannya,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3691,2-3691,136865,3,"Cacat moral, tidak ada tempat di politik! @FutSalRFEF",,Disabilitas,0,1,1,0,0,1,0,0,1
2,3692,2-3692,48376,3,Cuma berharap merka semua budek 😭,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3693,2-3693,12253,3,Prestasi dan rekam jejaknya jelas. Ganjar terbaik..!! #ceritangedate #Morocco #LoveStory Ivar Jenner Turkmenistan Rocky Gerung Menikah Siang Hasto Selebrasi Chinese Taipei Vina,,Tionghoa,0,1,0,0,0,0,0,0,0
2,3694,2-3694,50380,3,"Mau kata mbajak Sawah sampai pelosok desa di Bangkalan, Madura, ya perang Palestina dan Israel ya perang agama. Lainnya Embel-embel biar nampak wah, jurnal ditulis, karya ilmiah lahir dan dosen atau pengamat sok netral bisa koar-koar.",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3695,2-3695,15077,3,Kantor berita utama China milik pemerintah Xin Hua telah menyiarkan secara meluas ke seluruh dunia persiapan peluncuran KA cepat Jakarta-Bandung yang merupakan KA cepat pertama di Asia Tenggara.,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3696,2-3696,11968,3,Upaya gila Prabowo untuk berkuasa gagal gegara Anies dan Imin #pemilu #pilpres #pemilu2024 #pilpres2024,,"Disabilitas, Terpolarisasi",0,1,0,0,0,0,0,0,0
2,3697,2-3697,20454,3,"Dosen yang nyuruh bikin 15 akun Gmail, gila anjing 😭😭😭, buat temen gw semangat dah",,Disabilitas,0,0,1,0,0,1,0,0,1
2,3698,2-3698,8497,3,"Xi Jinping larang PNS pakai iPhone, nasib bisnis Apple di China tamat?",,"Terpolarisasi, Tionghoa",0,0,0,0,0,0,0,0,0
2,3699,2-3699,74520,3,"Pengeboman Rumah Sakit Baptis (Al Ahli Hospital) 1/ Israel m'bom RSB, sktr 500 org gugur. RS ini selain merawat pasien/korban p'boman dr tempat lain, jg mjadi shelter pengungsi. Mayat brgelimpangan; pihak RS berkata, ""Kami tdk bs lg menangani situasi ini."" #PalestineGenocide",,"Rohingya, Jewish",0,0,0,0,0,0,0,0,0
2,3700,2-3700,21290,3,stop jgn bikin gila sy pulang dlu anjg wktunya tidur siang 🙂🙏🏻,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3701,2-3701,70031,3,Tentara HOMO penjajah zionis Israel melarikan diri setelah mendengar alarm. Sebuah video telah dirilis yang menunjukkan betapa dalamnya ketakutan tentara Israel terhadap perlawanan. Tentara berlindung di tanah atau di belakang tank ketika mendengar suara sirene bahaya.,,Jewish,0,0,1,0,0,0,1,0,1
2,3702,2-3702,146647,3,Presiden Kolombia Bersiap Seret PM Israel ke Pengadilan Internasional,,Jewish,0,0,0,0,0,0,0,0,0
2,3703,2-3703,13789,3,"Salah satu aspek yang paling mencolok dari arsitektur rumah tangga China tempo dulu adalah praktik pembuatan rumah menghadap ke selatan. Kenapa, ya?",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3704,2-3704,149732,3,Pernyataan Bersama KTT Arab-Islam Desak DK PBB Tindak Tegas Israel dan Tuntut Gencatan Senjata,,Jewish,0,0,0,0,0,0,0,0,0
2,3705,2-3705,112977,3,"Ngerti kan masak ngek ngerti banyak buzzer bayaran untuk zionis israel termasuk di indonesia semoga terlaknatlah buzzer bangsat ,semoga uang itu akan mengrogitin tubuhmu oleh penyakit yang menyiksamu seumur hidup🖕",,Jewish,0,0,1,0,0,1,0,0,1
2,3706,2-3706,153797,3,Di antara kemajuan Barat dan keberhasilan China menangani kemiskinan. Yang mana yang harus diikuti Indonesia? Jawaban Pak Prabowo keren nih!!! #prabowo #gibran #prabowogibran #menangsatuputaran #mendingprabowo #terusmajubersamaprabowo #dekade08 #bersamaindonesiamaju #csis,,Tionghoa,0,1,0,0,0,0,0,0,0
2,3707,2-3707,129738,3,Akses Internet di Gaza Kolaps Lagi Akibat Serangan Israel,,Jewish,0,0,0,0,0,0,0,0,0
2,3708,2-3708,920,3,"bener2 yaa ada nyata cewe terang2an ngaku suka sama laki orang , bilangnya ya lebih menantang sama suami orang. gila bener pantes perawan tua",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3709,2-3709,23479,3,Debt trap China mulai mencengkeram Indonesia. Waspada!,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3710,2-3710,77123,3,"Lirik set me free pr 2 yg paling aku suka samaan sma jimin "" menjadi gila agar tidak gila """,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3711,2-3711,69798,3,"Mengenal Iron Dome, Sistem Pertahanan yang Dipakai Israel Melawan Hamas dan Didanai Amerika Serikat",,Jewish,0,0,0,0,0,0,0,0,0
2,3712,2-3712,88545,3,24/10/23. Petugas melakukan pemeriksaan dan pengecekan fisik ekapor tujuan china komoditi fresh grouper fish sebanyak 1.500 kg jumlah 30 koli. @kkpgoid @saktitrenggono @bkipm_kkp @IdjahChadidjah,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3713,2-3713,30358,3,"China dikenal dgn etos kerja berdagang, bahkan bermedia sosial pun juga kudu berdagang, itu tercermin di Tiktok. Dasar otak pedagang. Wkwkkk kt dibuat kelimpungan. Tanabang kebingungan.",,"Terpolarisasi, Tionghoa",0,0,0,0,0,0,0,0,0
2,3714,2-3714,18266,3,asik asik gue renang tadi malah liat dunia milik berdua. gila kali,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3715,2-3715,29700,3,"gila ya, kenapa tbtb anjir😭",,Disabilitas,0,0,1,0,0,1,0,0,1
2,3716,2-3716,21973,3,Prediksi China Night Pools - RABU 20 SEPTEMBER 2023 #prediksichinanight #prediksichinanight #nomormacau #bocoranchinanight #seributoto #seributogel #prediksiseributoto #togelschinanight #chinapoolsnight,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3717,2-3717,74141,3,AS sedang bersiap mengirim tentara ke Israel jika terjadi perang dengan Iran. - Ketua Komite Urusan Luar Negeri Dewan Perwakilan Rakyat Michael McCaul mengatakan dalam sebuah pernyataan kepada CNN bahwa Dewan Perwakilan Rakyat AS akan menyiapkan rancangan undang-undang untuk..,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3718,2-3718,108633,3,2 Hal menuju Indonesia yang hebat . tag || Hamas Ratih Syailendra Palestina Layla Dkriuk selena Arab Saudi Saudi Arabia Halloween Yahudi Dubai Hailey ITS A HUMANITARIAN DUTY GDA di Jakarta Haaland Sabana ||,,Jewish,0,0,0,0,0,0,0,0,0
2,3719,2-3719,18934,3,"Hasil Pengeluaran CHINA JUMAT, 15 SEPTEMBER 2023 Result : 4638 Shio : HARIMAU Selamat Para Pemenang JP #togelslot #togelcasino #bbtogel #arenagacor #jayagaming #nagaslot #judionlineterpercaya #slotonlineterpercaya #bandarjudi #sbobet #sweetbonanza #parlay #tiktok #pgsoft #freebet",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3720,2-3720,86850,3,"sedih ak td di indomaret mulyorejo ktemu kakek"" sm putunya, putunya minta dibeliin kinderjoy dan kakeknya nurut, adeknya gendut bgttt cuma pake kaos dalem, paling umur 3-4 th gemey amay, jd kangenn kakekk :(( gapernah dibeliin jajan sm kakek keburu dipanggil duluan huhu :((",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3721,2-3721,83612,3,jing notif orgil PADA NGOMONGIN APAAN SI😭😭😭😭😭😭😭😭😭,,Disabilitas,0,0,1,0,0,1,0,0,1
2,3722,2-3722,129521,3,Apakah ini yg disebut Yahudi pesek ? 🤔🤔🤔 #OrdeBaruReborn,,Jewish,0,0,1,0,0,1,0,0,1
2,3723,2-3723,119150,3,atek baper barang ki yo soko omongan wong2 wqwqwq holy shit why am i such an idiot 😂😂,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3724,2-3724,68753,3,"XIAOAETHER XIAOLUMI SHIPNYA BUKAN BERLAYAR LAGI, TP UDH TERBANG KE LUAR ANGKASA GILA ANJER EVENT BARU BERASA KAYA SHIPKU CANON ASTAGA TERIMA KASIH MHY 😭😭😭😭😭😭😭😭😭😭❤️❤️❤️❤️❤️❤️❤️❤️❤️",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3725,2-3725,2464,3,"Kamu terlalu memikirkan apa kata orang, Awas jadi gila",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3726,2-3726,90092,3,"Hasil Pengeluaran ISRAEL Pools Hari RABU, 25 OCTOBER 2023 Result : 7149 Shio : KELINCI #dafatoto #togel #togelonline #togelhongkong #togelsingapore #togelsydney #togelterpercaya #togelsgp #togelhk #togelindonesia #togeljitu #prediksitogel #togelakurat #bocorantogel #agentogel",,Jewish,0,0,0,0,0,0,0,0,0
2,3727,2-3727,97628,3,Ganjar menyuarakan pengembalian peran bulog untuk menjamin harga yang adil atas hasil pertanian. #GanjarDicintaiRakyatRI #CeasefireNOW Unilever Israel jay park Megawati Typingnya ITS A HUMANITARIAN DUTY Mr. Beast Halloween Gus Dur Cimory Moonbyul 28 Oktober eric nam U-20 Wadas,,Jewish,0,1,0,0,0,0,0,0,0
2,3728,2-3728,43015,3,Gila si bener bener di peres wkwkwwkwk.,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3729,2-3729,31491,3,"Seorang akademisi terkemuka Uighur dilaporkan dipenjara seumur hidup oleh China ""membahayakan keamanan negara""",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3730,2-3730,91679,3,JOSSS GANDHOSS CHINA MELEDAAKK SAH !! SELAMAT KAWAN LANJUT HAJAR TERUSS OKE,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3731,2-3731,104045,3,"ngelike postingan artis yang pro Israel alasannya karena suka sama artisnya bukan postingannya. ya teros emang kaga lo baca dulu itu postingan tentang apaan, anying. sak ombo-ombone alas, tep luwih ombo alasanmu, mbaaaa 😑",,Jewish,0,0,1,0,0,1,0,0,1
2,3732,2-3732,1302,3,"Ibaratnya gini wir, masih pagi buta gini lu udah kangen sama orang tu another is pain. Jiakhh",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3733,2-3733,87913,3,Dinosaurus Tidak Punah!!!Konspirasi Mengejutkan Penemuan Ilmuan Cina,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3734,2-3734,39793,3,Niat ngacau orang malah dijawab “cause u deserve it”. Apa ndak gila aku tu,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3735,2-3735,134467,3,Pasukan Israel mulai merangsek di wilayah Gaza sementara ribuan korban sipil Palestina yang tak berdosa terus berjatuhan.,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3736,2-3736,131910,3,"Mark Zuckerberg buta warna merah-hijau, artinya warna yang paling bisa dilihatnya adalah biru. Inilah sebabnya mengapa warna biru mendominasi situs web dan aplikasi seluler Facebook.",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3737,2-3737,25684,3,SUGA JPFC RD CHINA 🇨🇳 Exc tax,,Tionghoa,1,0,0,0,0,0,0,0,0
2,3738,2-3738,64547,3,Pilpres 2024 merupakan momentum penting bagi menentukan arah indonesia #PartaiPolitik Kamis Siang Psikiater Anak Remaja Kiai Thoifur Shani Saw X Piala Asia Sudirman Gibran Bowo Anies Takut Mahasiswa Ganjar Pranowo Unpar Jika anies setia kawan Zionis Israel Gaza Hamas Palestine,,Jewish,0,1,0,0,0,0,0,0,0
2,3739,2-3739,138783,3,"MKMK: Memutuskan"" Menyatakan Hakim terlapor melakukan pelangaran KODE ETIK BERAT"" Diberhentikan Dari Jabatan ketua MK"" . Kampret: Horeee ... Gibran lolos😊 . Ganjaris; CACAT ETIKA . Non partisan, PAKAR hukum: Legitimasi terkoyak Kemunduran Demokrasi . Gw; #GAMA No debat!",,Disabilitas,0,1,0,0,0,0,0,0,0
2,3740,2-3740,11497,3,"si gendeng mbeg sengkuni, kae perpaduan orang gila",,Disabilitas,0,0,1,0,0,1,0,0,1
2,3741,2-3741,124621,3,Setidaknya saya sudah mengidentifikasi masalah- masalah kenapa perkembangan Teknologi Indonesia sulit mengejar AS dan China : 1. Penginfeksian dogma agama yang kental dari kaum fanatik ke junior- junior muda Techies masih tinggi.,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3742,2-3742,65738,3,"Dan bersamaan negara barat dan sekutu melakukan konspirasi membunuh tokoh Islam berpengaruh. Dan semua negara Islam saat ini hanya bisa protes belum terbangun, melihat saudara kaum muslimin terbantai oleh kekejaman Israel dan sekutunya.",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3743,2-3743,52534,3,"Janjikan Susu Gratis Ke Pelajar, Gagasan Prabowo Tabrak Program Jokowi Israel Perang #ONLYFUN Karni Ilyas Gaza Pagiii Yahudi Adekmu Hamas Alwi WE ARE SO PROUD OF YOU Kompas WE LOVE YOU TAEHYUNG Armada Siang Iran SEVENTEEN IS MY HAPPINESS",,Jewish,0,0,0,0,0,0,0,0,0
2,3744,2-3744,62626,3,Pasukan Pertahanan Israel (IDF) diduga menggunakan bom fosfor putih dalam serangannya di Gaza. 🇵🇸 #KejahatanPerang #PalestinaMelawan #FreePalestine Hamas,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3745,2-3745,90690,3,"akhirnya Semarangg!!! gila kangen bangettt. Rabu - Jumat siang ada kerjaan dari kantor, Jumat malem - Sabtunya jalan jalan sama pacar dan teman kantor 👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3746,2-3746,133873,3,Warga Israel berkumpul di Yerusalem tuntut Perdana Menteri Netanyahu segera turun dari jabatannya. #Israel,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3747,2-3747,4593,3,Deretan Lengkap Wakil-wakil Indonesia di China Open 2023: Anthony Ginting Comeback!,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3748,2-3748,107045,3,"Bikin Geleng-Geleng Kepala, Iklan Pro Israel Muncul di Video Game Anak-Anak",,Jewish,0,0,0,0,0,0,0,0,0
2,3749,2-3749,80812,3,"PREDIKSI CHINA Jumat, 20 OKTOBER 2023 Gaskan wakku Jangan Lupa kolep"" GABUNG GRUB WA > 0821 2668 7497 #prediksichina #chinapools #angakajitu #prediiksijitu #prediksichinajitu #rumuschina",,Tionghoa,0,0,0,0,0,0,0,0,0
2,3750,2-3750,24233,3,lijeong kata gue lu orgil,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3751,2-3751,161169,3,"Info penting nih buat kalian semua! Jangan percaya pesan WhatsApp yang ngomongin 121 produk pro Israel! Itu hoaks! MUI udah keluarin fatwa haram buat dukung agresi Israel ke Palestina. Kita harus dukung Palestina, guys!",,Jewish,0,0,0,0,0,0,0,0,0
2,3752,2-3752,12873,3,Wajib Simak! Update Ranking BWF World Tour Finals 2023 Terbaru Setelah China Open 2023,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3753,2-3753,148363,3,Saya berharap Palestine merdeka. Tapi apa yang terjadi apabila Palestina kalah? Israel akan membesar. Mereka akan mulai mengambil Tanah negara Arab terutama Madinah. Tak akan ada yang menolong mereka. Karena Negara lain hanyalah boneka bagi Israel. Terjadilah kericuhan besar. :),,Jewish,0,0,0,0,0,0,0,0,0
2,3754,2-3754,66766,3,"Mas Gibran sangat luar biasa jadi pemimpin Kota surakarta, maka pemuda kota malang menilai mas Gibran sebagai representasi anak muda, Maka ratusan pemuda kota malang kompak memberikan dukungan untuk mas Gibran cawapres 2024 Nanti. #GibranCawapres Jazz Israel Arhan Kedokteran",,Jewish,0,1,0,0,0,0,0,0,0
2,3755,2-3755,91199,3,"Rupiah Melemah, Mobil China Ini Pastikan Tak Kerek Harga Jual",,"Terpolarisasi, Tionghoa",0,0,0,0,0,0,0,0,0
2,3756,2-3756,40794,3,"Gila ya, punya kakak gak supportive tuh ngaruh banget sama kesehatan mental.",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3757,2-3757,11552,3,dimasa politik sekarang ini rakyat indonesia menjadi kritis dan rumit rakyat indonesia menjadi penyembah sejarah rakyat indonesia buta dengan masa depan melihat calon pemimpin dari masa lalu menolak pemimpin yg berfikir kedepan goblokkkkkkkkkkkkkkkkkkk,,Disabilitas,0,0,1,0,0,1,0,0,1
2,3758,2-3758,91686,3,Kehancuran rumah warga setelah pemboman yg dilakukan pesawat zionis Israel di kota Kahn Yunis & Kota beit Hanoun Gaza Palestina,,Jewish,0,0,0,0,0,0,0,0,0
2,3759,2-3759,9845,3,"“mang, temen saya bisu tuli boleh ikut gak?” langsung gue kasih spidol sambil ngajak ke whiteboard. dan semua terpana. yes. kita gak ada beda. semua punya minat bakat dan berhak dapet kesempatan. setara, merdeka, WANI!!!",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3760,2-3760,148997,3,Menlu Retno Sebut KTT OKI Hasilkan Resolusi Paling Keras soal Agresi Israel ke Palestina,,Jewish,0,0,0,0,0,0,0,0,0
2,3761,2-3761,10196,3,Maba Universitas Kristen Maranatha Deklarasi Cegah Seks Bebas,,Kristen,0,0,0,0,0,0,0,0,0
2,3762,2-3762,18767,3,"ODGJ (orang dalam genetik jawa) gak kenal karma, tapiiii titenonoooo",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3763,2-3763,136705,3,"Setiap hari 160 anak te*as Selama pendudukan israel Ya Allah Rabb,.. lindungilah mereka disana,..Amiin 😭 #FreePalestineNow #Gaza_Geniocide",,Jewish,0,0,0,0,0,0,0,0,0
2,3764,2-3764,71713,3,"Gila ya belum tidur seharian, udah jam segini tetep gabisa tidur.",,Disabilitas,0,0,0,0,0,0,0,0,0
2,3765,2-3765,128322,3,"Gawat! Rumah Sakit Indonesia Jadi Target Israel Berikutnya, Dituduh Ada Markas Hamas di bawahnya",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3766,2-3766,26997,3,Prediksi china pools - JUM'AT 22 SEPTEMBER 2023 #chinapools #prediksichinapools #prediksitogelchinapools #chinapoolshariini #bulantogel #togelonline #bandartogelonline #bulantogelsitusterpercaya #casinoonline #togelpulsa #casinopulsa #bulantoto #bulan4d,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3767,2-3767,74102,3,PASUKAN Israel membunuh empat militan yang berusaha menyusup dari Libanon. Ini dikatakan militer Israel pada Selasa (17/10) ketika ketegangan meningkat di sepanjang perbatasan antara kedua negara. Sumber:,,Jewish,0,0,0,0,0,0,0,0,0
2,3768,2-3768,35458,3,Dah kek orang gila ngomong sendiri di space,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3769,2-3769,4115,3,"Sambangi KPU, 4 Ormas Katolik di Jawa Barat Kompak Perkuat Partisipasi Umat Dalam Pemilu Serentak",,Kristen,0,0,0,0,0,0,0,0,0
2,3770,2-3770,162440,3,"Israel tersebar luas. Hal ini membuat konsumen semakin selektif dalam memilih produk yang mereka beli. Salah satu merek yang mendapat sorotan adalah Kelinci, yang dikabarkan memiliki hubungan bisnis dengan perusahaan Israel. Sebagai konsumen yang",,Jewish,0,0,0,0,0,0,0,0,0
2,3771,2-3771,33627,3,Joo sejak September 2023. Semoga hubungan mereka langgeng dan bahagia! 💑❤️ #DrakorSignal #CoupleGoals,,Jewish,0,0,0,0,0,0,0,0,0
2,3772,2-3772,44829,3,Jadi manusia jgn gila hormat..,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3773,2-3773,16718,3,Capres ketika terpilih nnt berani gak bikin komitmen atau janji TKA China diusir dari republik ini???,,"Terpolarisasi, Tionghoa",0,1,0,0,0,0,0,0,0
2,3774,2-3774,141437,3,RESULT CHINA 9 NOVEMBER 2023 PRIZE 1 : 2671 SHIO ULAR PRIZE 2 : 2455 PRIZE 3 : 7924 SELAMAT BAGI YANG JACKPOT!! #agentterpercaya #pastibayar #situstogel #keluarantogel #pasangtogel #bettingmurah #pasangtaruhan #togel,,Tionghoa,0,0,0,0,0,0,0,0,0
2,3775,2-3775,49647,3,"Milisi Hizbullah juga ikut menyerang Israel di wilayah perbatasan antara Lebanon, dengan pos militer terluar Israel di area sengketa (dekat DMZ). Serangan dilakukan dengan memakai Anti-Tank Guided Missile (ATGM) atau rudal anti-tank yang jenisnya belum diketahui, sasarannya kena!",,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3776,2-3776,109026,3,Erdogan: Turkiye Akan Akui Israel Sebagai Penjahat Perang,,"Terpolarisasi, Jewish",0,0,0,0,0,0,0,0,0
2,3777,2-3777,23753,3,"Riba yang haram terus dijadikan sandaran, semakin gila karena utang riba, seperti orang kerasukan setan #Riba #Dajjal",,Disabilitas,0,0,1,0,0,1,0,0,1
2,3778,2-3778,1054,3,GILAAA CAKEP CAKEP BANGET MONANGEEEZZZ BENERAN AAAA GILA YAA DASAR GSJAKAKALAJEJHDH 🐒🦄😭😭😭😭😭😔🤙🏻😔✌🏻😃😂🤗😄🐯,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3779,2-3779,120451,3,Bersyukurlah hidup di Indonesia sebab Indonesia negeri aman dari IsraeL,,Jewish,0,0,0,0,0,0,0,0,0
2,3780,2-3780,39449,3,Kalo sampe amrabat bagus di kiri juga sih gila ini orang. Keren abis berarti.,,Disabilitas,0,0,0,0,0,0,0,0,0
2,3781,2-3781,5896,3,Gtw aja ngrasa kecewa gtu berharap dikasih ini eh malah ga dapet. Pdhl pas jauh2 hari dah,,UNKNOWN,0,0,0,0,0,0,0,0,0
